title ||| Heterogeneous Transfer Learning for Image Clustering via the Social Web
bodyText ||| two strategies: (1) separated: the baseline
bodyText ||| method was applied on the target image data only;
bodyText ||| (2) combined: the baseline method was applied
bodyText ||| to cluster the combined data consisting of both
bodyText ||| target image data and the annotated image data.
bodyText ||| Clustering results on target image data were used
bodyText ||| for evaluation. Note that, in the combined data, all
bodyText ||| the annotations were thrown away since baseline
bodyText ||| methods evaluated in this paper do not leverage
bodyText ||| annotation information.
bodyText ||| In addition, we compared our algorithm aPLSA
bodyText ||| to a state-of-the-art transfer clustering strategy,
bodyText ||| known as self-taught clustering (STC) (Dai et al.,
bodyText ||| 2008b). STC makes use of auxiliary data to esti-
bodyText ||| mate a better feature representation to benefit the
bodyText ||| target clustering. In these experiments, the anno-
bodyText ||| tated image data were used as auxiliary data in
bodyText ||| STC, which does not use the annotation text.
bodyText ||| In our experiments, the performance is in the
bodyText ||| form of the average entropy and variance of five
bodyText ||| repeats by randomly selecting 50 images from
bodyText ||| each of the categories. We selected only 50 im-
bodyText ||| ages per category, since this paper is focused on
bodyText ||| clustering sparse data. Table 2 shows the perfor-
bodyText ||| mance with respect to all comparison methods on
bodyText ||| each of the image clustering tasks measured by
bodyText ||| the entropy criterion. From the tables, we can see
bodyText ||| that our algorithm aPLSA outperforms the base-
bodyText ||| line methods in all the data sets. We believe that is
bodyText ||| because aPLSA can effectively utilize the knowl-
bodyText ||| edge from the socially annotated image data. On
bodyText ||| average, aPLSA gives rise to 21.8% of entropy re-
bodyText ||| duction and as compared to KMeans, 5.7% of en-
bodyText ||| tropy reduction as compared to PLSA, and 10.1%
bodyText ||| of entropy reduction as compared to S TC.
subsectionHeader ||| 4.2.1 Varying Data Size
bodyText ||| We now show how the data size affects aPLSA,
bodyText ||| with two baseline methods KMeans and PLSA as
bodyText ||| reference. The experiments were conducted on
bodyText ||| different amounts of target image data, varying
bodyText ||| from 10 to 80. The corresponding experimental
bodyText ||| results in average entropy over all the 11 clustering
bodyText ||| tasks are shown in Figure 4(a). From this figure,
bodyText ||| we observe that aPLSA always yields a significant
bodyText ||| reduction in entropy as compared with two base-
bodyText ||| line methods KMeans and PLSA, regardless of the
bodyText ||| size of target image data that we used.
page ||| 7
figure ||| 1
figure ||| 0.95
figure ||| 0.9
figure ||| 0.85
figure ||| 0.8
figure ||| 0.75
figure ||| 0.7
figure ||| 10	20	30	40	50	60	70	80
figure ||| KMeans
figure ||| PLSA
figure ||| aPLSA
figure ||| 0.75
figure ||| 0.65
figure ||| 0.6
figure ||| 0.55
figure ||| 0.45
figure ||| 0.7
figure ||| 0.5
figure ||| 0.4
figure ||| 0	0.2	0.4	0.6	0.8	1
figure ||| average over 5 development sets
figure ||| 0.75
figure ||| 0.65
figure ||| 0.55
figure ||| 0.7
figure ||| 0.6
figure ||| 0.5
figure ||| 0	50	100	150	200	250 300
figure ||| average over 5 development sets
figure ||| Data size per category		Number of Iteration
figure ||| (a)	(b)	(c)
figureCaption ||| Figure 4: (a) The entropy curve as a function of different amounts of data per category. (b) The entropy
figureCaption ||| curve as a function of different number of iterations. (c) The entropy curve as a function of different
figureCaption ||| trade-off parameter A.
subsubsectionHeader ||| 4.2.2 Parameter Sensitivity
bodyText ||| In aPLSA, there is a trade-off parameter A that af-
bodyText ||| fects how the algorithm relies on auxiliary data.
bodyText ||| When A = 0, the aPLSA relies only on annotated
bodyText ||| image data B. When A = 1, aPLSA relies only
bodyText ||| on target image data A, in which case aPLSA de-
bodyText ||| generates to PLSA. Smaller A indicates heavier re-
bodyText ||| liance on the annotated image data. We have done
bodyText ||| some experiments on the development sets to in-
bodyText ||| vestigate how different A affect the performance
bodyText ||| of aPLSA. We set the number of images per cate-
bodyText ||| gory to 50, and tested the performance of aPLSA.
bodyText ||| The result in average entropy over all development
bodyText ||| sets is shown in Figure 4(b). In the experiments
bodyText ||| described in this paper, we set A to 0.2, which is
bodyText ||| the best point in Figure 4(b).
subsectionHeader ||| 4.2.3 Convergence
bodyText ||| In our experiments, we tested the convergence
bodyText ||| property of our algorithm aPLSA as well. Fig-
bodyText ||| ure 4(c) shows the average entropy curve given
bodyText ||| by aPLSA over all development sets. From this
bodyText ||| figure, we see that the entropy decreases very fast
bodyText ||| during the first 100 iterations and becomes stable
bodyText ||| after 150 iterations. We believe that 200 iterations
bodyText ||| is sufficient for aPLSA to converge.
sectionHeader ||| 5 Conclusions
bodyText ||| In this paper, we proposed a new learning scenario
bodyText ||| called heterogeneous transfer learning and illus-
bodyText ||| trated its application to image clustering. Image
bodyText ||| clustering, a vital component in organizing search
bodyText ||| results for query-based image search, was shown
bodyText ||| to be improved by transferring knowledge from
bodyText ||| unrelated images with annotations in a social Web.
bodyText ||| This is done by first learning the high-quality la-
bodyText ||| tent variables in the auxiliary data, and then trans-
bodyText ||| ferring this knowledge to help improve the cluster-
bodyText ||| ing of the target image data. We conducted experi-
bodyText ||| ments on two image data sets, using the Flickr data
bodyText ||| as the annotated auxiliary image data, and showed
bodyText ||| that our aPLSA algorithm can greatly outperform
bodyText ||| several state-of-the-art clustering algorithms.
bodyText ||| In natural language processing, there are many
bodyText ||| future opportunities to apply heterogeneous trans-
bodyText ||| fer learning. In (Ling et al., 2008) we have shown
bodyText ||| how to classify the Chinese text using English text
bodyText ||| as the training data. We may also consider cluster-
bodyText ||| ing, topic modeling, question answering, etc., to
bodyText ||| be done using data in different feature spaces. We
bodyText ||| can consider data in different modalities, such as
bodyText ||| video, image and audio, as the training data. Fi-
bodyText ||| nally, we will explore the theoretical foundations
bodyText ||| and limitations of heterogeneous transfer learning
bodyText ||| as well.
sectionHeader ||| Acknowledgement Qiang Yang thanks Hong
bodyText ||| Kong CERG grant 621307 for supporting the re-
bodyText ||| search.
sectionHeader ||| References
reference ||| Alina Andreevskaia and Sabine Bergler. 2008. When spe-
reference ||| cialists and generalists work together: Overcoming do-
reference ||| main dependence in sentiment tagging. In ACL-08: HLT,
reference ||| pages 290–298, Columbus, Ohio, June.
reference ||| Andrew Arnold, Ramesh Nallapati, and William W. Cohen.
reference ||| 2007. A comparative study of methods for transductive
reference ||| transfer learning. In ICDM 2007 Workshop on Mining
reference ||| and Management of Biological Data, pages 77-82.
reference ||| Andrew Arnold, Ramesh Nallapati, and William W. Cohen.
reference ||| 2008. Exploiting feature hierarchy for transfer learning in
reference ||| named entity recognition. In ACL-08: HLT.
reference ||| Sugato Basu, Mikhail Bilenko, and Raymond J. Mooney.
reference ||| 2004. A probabilistic framework for semi-supervised
reference ||| clustering. In ACM SIGKDD 2004, pages 59–68.
reference ||| John Blitzer, Ryan Mcdonald, and Fernando Pereira. 2006.
reference ||| Domain adaptation with structural correspondence learn-
reference ||| ing. In EMNLP 2006, pages 120–128, Sydney, Australia.
page ||| 8
reference ||| John Blitzer, Mark Dredze, and Fernando Pereira. 2007.
reference ||| Biographies, bollywood, boom-boxes and blenders: Do-
reference ||| main adaptation for sentiment classification. In ACL 2007,
reference ||| pages 440–447, Prague, Czech Republic.
reference ||| Avrim Blum and Tom Mitchell. 1998. Combining labeled
reference ||| and unlabeled data with co-training. In COLT 1998, pages
reference ||| 92–100, New York, NY, USA. ACM.
reference ||| Rich Caruana. 1997. Multitask learning. Machine Learning,
reference ||| 28(1):41–75.
reference ||| Yee Seng Chan and Hwee Tou Ng. 2007. Domain adaptation
reference ||| with active learning for word sense disambiguation. In
reference ||| ACL 2007, Prague, Czech Republic.
reference ||| David A. Cohn and Thomas Hofmann. 2000. The missing
reference ||| link - a probabilistic model of document content and hy-
reference ||| pertext connectivity. In NIPS 2000, pages 430–436.
reference ||| Wenyuan Dai, Yuqiang Chen, Gui-Rong Xue, Qiang Yang,
reference ||| and Yong Yu. 2008a. Translated learning: Transfer learn-
reference ||| ing across different feature spaces. In NIPS 2008, pages
reference ||| 353–360.
reference ||| Wenyuan Dai, Qiang Yang, Gui-Rong Xue, and Yong Yu.
reference ||| 2008b. Self-taught clustering. In ICML 2008, pages 200–
reference ||| 207. Omnipress.
reference ||| Hal Daume,III. 2007. Frustratingly easy domain adaptation.
reference ||| In ACL 2007, pages 256–263, Prague, Czech Republic.
reference ||| Jesse Davis and Pedro Domingos. 2008. Deep transfer via
reference ||| second-order markov logic. In AAAI 2008 Workshop on
reference ||| Transfer Learning, Chicago, USA.
reference ||| Scott Deerwester, Susan T. Dumais, George W. Furnas,
reference ||| Thomas K. L, and Richard Harshman. 1990. Indexing by
reference ||| latent semantic analysis. Journal of the American Society
reference ||| for Information Science, pages 391–407.
reference ||| A. P. Dempster, N. M. Laird, and D. B. Rubin. 1977. Max-
reference ||| imum likelihood from incomplete data via the em algo-
reference ||| rithm. J. of the Royal Statistical Society, 39:1–38.
reference ||| Thomas Finley and Thorsten Joachims. 2005. Supervised
reference ||| clustering with support vector machines. In ICML 2005,
reference ||| pages 217–224, New York, NY, USA. ACM.
reference ||| G. Griffin, A. Holub, and P. Perona. 2007. Caltech-256 ob-
reference ||| ject category dataset. Technical Report 7694, California
reference ||| Institute of Technology.
reference ||| Thomas Hofmann. 1999 Probabilistic latent semantic anal-
reference ||| ysis. In Proc. of Uncertainty in Artificial Intelligence,
reference ||| UAI99. Pages 289–296
reference ||| Thomas Hofmann. 2001. Unsupervised learning by proba-
reference ||| bilistic latent semantic analysis. Machine Learning. vol-
reference ||| ume 42, number 1-2, pages 177–196. Kluwer Academic
reference ||| Publishers.
reference ||| Jing Jiang and Chengxiang Zhai. 2007. Instance weighting
reference ||| for domain adaptation in NLP. In ACL 2007, pages 264–
reference ||| 271, Prague, Czech Republic, June.
reference ||| Leonard Kaufman and Peter J. Rousseeuw. 1990. Finding
reference ||| groups in data: an introduction to cluster analysis. John
reference ||| Wiley and Sons, New York.
reference ||| Svetlana Lazebnik, Cordelia Schmid, and Jean Ponce. 2006.
reference ||| Beyond bags of features: Spatial pyramid matching for
