W. . W W. W. W. . W. W. W. w singleCap nonNum 32 no no no no no publisherName noEditors 1 stopPunct author
(1989). . ( (1 (19 (198 . ). 9). 89). 1989 others year 0 no no no no no no noEditors 1 stopPunct date
The a T Th The The e he The The the InitCap nonNum 32 no no no no no publisherName noEditors 2 others title
Control a C Co Con Cont l ol rol trol control InitCap nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 3 others title
Discrete a D Di Dis Disc e te ete rete discrete InitCap nonNum 0 no no no no no no noEditors 3 others title
Event a E Ev Eve Even t nt ent vent event InitCap nonNum 0 no no no no no no noEditors 3 others title
Systems. . S Sy Sys Syst . s. ms. ems. systems InitCap nonNum 0 no no no no no no noEditors 4 stopPunct title
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
IEEE, , I IE IEE IEEE , E, EE, EEE, ieee AllCap nonNum 32 no no no no no publisherName noEditors 5 contPunct booktitle
77 0 7 77 77 77 7 77 77 77 77 others 2dig 0 no no no no no no noEditors 6 others volume
(1), , ( (1 (1) (1), , ), 1), (1), 1 others 1dig 0 no no no no no no noEditors 6 contPunct volume
81-98. . 8 81 81- 81-9 . 8. 98. -98. 8198 others possiblePage 0 no no no no no no noEditors 6 stopPunct pages

Schaal, , S Sc Sch Scha , l, al, aal, schaal InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
S., , S S. S., S., , ., S., S., s singleCap nonNum 32 no no no no no publisherName noEditors 0 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 0 others author
Atkeson, , A At Atk Atke , n, on, son, atkeson InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
C. . C C. C. C. . C. C. C. c singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
(1994). . ( (1 (19 (199 . ). 4). 94). 1994 others year 0 no no no no no no noEditors 2 stopPunct date
Robot a R Ro Rob Robo t ot bot obot robot InitCap nonNum 0 no no no no no no noEditors 2 others title
juggling: : j ju jug jugg : g: ng: ing: juggling others nonNum 0 no no no no no no noEditors 3 contPunct title
An a A An An An n An An An an InitCap nonNum 36 no no lastName no no publisherName noEditors 3 others title
implementation a i im imp impl n on ion tion implementation others nonNum 0 no no no no no no noEditors 3 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others title
memory-based a m me mem memo d ed sed ased memorybased others nonNum 0 no no no no no no noEditors 4 others title
learning. . l le lea lear . g. ng. ing. learning others nonNum 32 no no no no no publisherName noEditors 5 stopPunct title
Control a C Co Con Cont l ol rol trol control InitCap nonNum 0 no no no no no no noEditors 5 others journal
Systems, , S Sy Sys Syst , s, ms, ems, systems InitCap nonNum 0 no no no no no no noEditors 6 contPunct journal
14, , 1 14 14, 14, , 4, 14, 14, 14 others 2dig 0 no no no no no no noEditors 6 contPunct volume
57-71. . 5 57 57- 57-7 . 1. 71. -71. 5771 others possiblePage 0 no no no no no no noEditors 6 stopPunct pages

Hinton, , H Hi Hin Hint , n, on, ton, hinton InitCap nonNum 20 no no lastName no placeName no noEditors 0 contPunct author
G. . G G. G. G. . G. G. G. g singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
E., , E E. E., E., , ., E., E., e singleCap nonNum 32 no no no no no publisherName noEditors 0 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 1 others author
Nowlan, , N No Now Nowl , n, an, lan, nowlan InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
S. . S S. S. S. . S. S. S. s singleCap nonNum 32 no no no no no publisherName noEditors 2 stopPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 2 stopPunct author
(1987). . ( (1 (19 (198 . ). 7). 87). 1987 others year 0 no no no no no no noEditors 3 stopPunct date
How a H Ho How How w ow How How how InitCap nonNum 4 no no lastName no no no noEditors 3 others title
learning a l le lea lear g ng ing ning learning others nonNum 32 no no no no no publisherName noEditors 3 others title
can a c ca can can n an can can can others nonNum 4 no no lastName no no no noEditors 4 others title
guide a g gu gui guid e de ide uide guide others nonNum 0 no no no no no no noEditors 4 others title
evolution. . e ev evo evol . n. on. ion. evolution others nonNum 0 no no no no no no noEditors 5 stopPunct title
Complex a C Co Com Comp x ex lex plex complex InitCap nonNum 0 no no no no no no noEditors 5 others journal
Systems, , S Sy Sys Syst , s, ms, ems, systems InitCap nonNum 0 no no no no no no noEditors 6 contPunct journal
1, , 1 1, 1, 1, , 1, 1, 1, 1 others 1dig 0 no no no no no no noEditors 6 contPunct volume
495-502. . 4 49 495 495- . 2. 02. 502. 495502 others possiblePage 0 no no no no no no noEditors 6 stopPunct pages

Cameron-Jones, , C Ca Cam Came , s, es, nes, cameronjones InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
M., , M M. M., M., , ., M., M., m singleCap nonNum 0 no no no no no no noEditors 0 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 1 others author
Quinlan, , Q Qu Qui Quin , n, an, lan, quinlan InitCap nonNum 5 maleName no lastName no no no noEditors 1 contPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 2 stopPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 2 stopPunct author
(1994). . ( (1 (19 (199 . ). 4). 94). 1994 others year 0 no no no no no no noEditors 2 stopPunct date
Efficient a E Ef Eff Effi t nt ent ient efficient InitCap nonNum 0 no no no no no no noEditors 3 others title
top-down a t to top top- n wn own down topdown others nonNum 0 no no no no no no noEditors 3 others title
induction a i in ind indu n on ion tion induction others nonNum 0 no no no no no no noEditors 4 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others title
logic a l lo log logi c ic gic ogic logic others nonNum 0 no no no no no no noEditors 4 others title
programs. . p pr pro prog . s. ms. ams. programs others nonNum 0 no no no no no no noEditors 5 stopPunct title
SIGART A S SI SIG SIGA T RT ART GART sigart AllCap nonNum 0 no no no no no no noEditors 5 others journal
Bulletin, , B Bu Bul Bull , n, in, tin, bulletin InitCap nonNum 0 no no no no no no noEditors 6 contPunct journal
5 0 5 5 5 5 5 5 5 5 5 others 1dig 0 no no no no no no noEditors 6 others volume
(1), , ( (1 (1) (1), , ), 1), (1), 1 others 1dig 0 no no no no no no noEditors 6 contPunct volume
33-42. . 3 33 33- 33-4 . 2. 42. -42. 3342 others possiblePage 0 no no no no no no noEditors 7 stopPunct pages

D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Ourston a O Ou Our Ours n on ton ston ourston InitCap nonNum 0 no no no no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
Mooney. . M Mo Moo Moon . y. ey. ney. mooney InitCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
Changing a C Ch Cha Chan g ng ing ging changing InitCap nonNum 0 no no no no no no noEditors 1 others title
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 2 others title
Rules: : R Ru Rul Rule : s: es: les: rules InitCap nonNum 0 no no no no no no noEditors 2 contPunct title
A A A A A A A A A A a singleCap nonNum 32 no no no no no publisherName noEditors 2 others title
Comprehensive a C Co Com Comp e ve ive sive comprehensive InitCap nonNum 0 no no no no no no noEditors 3 others title
Approach a A Ap App Appr h ch ach oach approach InitCap nonNum 0 no no no no no no noEditors 3 others title
to a t to to to o to to to to others nonNum 36 no no lastName no no publisherName noEditors 3 others title
Theory a T Th The Theo y ry ory eory theory InitCap nonNum 0 no no no no no no noEditors 4 others title
Refinement. . R Re Ref Refi . t. nt. ent. refinement InitCap nonNum 0 no no no no no no noEditors 4 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 4 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
Eighth a E Ei Eig Eigh h th hth ghth eighth InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
International a I In Int Inte l al nal onal international InitCap nonNum 32 no no no no no publisherName noEditors 6 others booktitle
Conference a C Co Con Conf e ce nce ence conference InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 7 others booktitle
Machine a M Ma Mac Mach e ne ine hine machine InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Learning, , L Le Lea Lear , g, ng, ing, learning InitCap nonNum 32 no no no no no publisherName noEditors 7 contPunct booktitle
pages a p pa pag page s es ges ages pages others nonNum 4 no no lastName no no no noEditors 8 others pages
485-489, , 4 48 485 485- , 9, 89, 489, 485489 others possiblePage 0 no no no no no no noEditors 8 contPunct pages
1991. . 1 19 199 1991 . 1. 91. 991. 1991 others year 0 no no no no no no noEditors 8 stopPunct date

E. . E E. E. E. . E. E. E. e singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Styer, , S St Sty Stye , r, er, yer, styer InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
"Improving a " "I "Im "Imp g ng ing ving improving InitCap nonNum 0 no no no no no no noEditors 0 leadQuote title
Fast a F Fa Fas Fast t st ast Fast fast InitCap nonNum 4 no no lastName no no no noEditors 1 others title
Mutual a M Mu Mut Mutu l al ual tual mutual InitCap nonNum 0 no no no no no no noEditors 1 others title
Exclusion", , E Ex Exc Excl , ", n", on", exclusion InitCap nonNum 0 no no no no no no noEditors 2 endQuote title
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 2 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 3 others booktitle
Eleventh a E El Ele Elev h th nth enth eleventh InitCap nonNum 0 no no no no no no noEditors 3 others booktitle
Annual a A An Ann Annu l al ual nual annual InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
ACM A A AC ACM ACM M CM ACM ACM acm AllCap nonNum 0 no no no no no no noEditors 4 others booktitle
Symposium a S Sy Sym Symp m um ium sium symposium InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 5 others booktitle
Principles a P Pr Pri Prin s es les ples principles InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 6 others booktitle
Distributed a D Di Dis Dist d ed ted uted distributed InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Computing, , C Co Com Comp , g, ng, ing, computing InitCap nonNum 0 no no no no no no noEditors 6 contPunct booktitle
1992, , 1 19 199 1992 , 2, 92, 992, 1992 others year 0 no no no no no no noEditors 7 contPunct date
pp. . p pp pp. pp. . p. pp. pp. pp others nonNum 0 no no no no no no noEditors 7 stopPunct pages
159-168. . 1 15 159 159- . 8. 68. 168. 159168 others possiblePage 0 no no no no no no noEditors 8 stopPunct pages

Pearl, , P Pe Pea Pear , l, rl, arl, pearl InitCap nonNum 22 no femaleName lastName no placeName no noEditors 0 contPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
(1988). . ( (1 (19 (198 . ). 8). 88). 1988 others year 0 no no no no no no noEditors 1 stopPunct date
Probabilistic a P Pr Pro Prob c ic tic stic probabilistic InitCap nonNum 0 no no no no no no noEditors 1 others title
Reasoning a R Re Rea Reas g ng ing ning reasoning InitCap nonNum 0 no no no no no no noEditors 2 others title
in a i in in in n in in in in others nonNum 4 no no lastName no no no noEditors 2 others title
Intelligent a I In Int Inte t nt ent gent intelligent InitCap nonNum 0 no no no no no no noEditors 3 others title
Systems: : S Sy Sys Syst : s: ms: ems: systems InitCap nonNum 0 no no no no no no noEditors 4 contPunct title
Networks a N Ne Net Netw s ks rks orks networks InitCap nonNum 0 no no no no no no noEditors 4 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others title
Plausible a P Pl Pla Plau e le ble ible plausible InitCap nonNum 0 no no no no no no noEditors 5 others title
Inference. . I In Inf Infe . e. ce. nce. inference InitCap nonNum 0 no no no no no no noEditors 6 stopPunct title
Morgan a M Mo Mor Morg n an gan rgan morgan InitCap nonNum 39 maleName femaleName lastName no no publisherName noEditors 6 others publisher
Kaufmann. . K Ka Kau Kauf . n. nn. ann. kaufmann InitCap nonNum 36 no no lastName no no publisherName noEditors 7 stopPunct publisher

Larry a L La Lar Larr y ry rry arry larry InitCap nonNum 5 maleName no lastName no no no noEditors 0 others author
D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Wittie, , W Wi Wit Witt , e, ie, tie, wittie InitCap nonNum 5 maleName no lastName no no no noEditors 0 contPunct author
Gudjun a G Gu Gud Gudj n un jun djun gudjun InitCap nonNum 0 no no no no no no noEditors 0 others author
